Name,API Name,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,vCPUs,Clock Speed(GHz),Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Average cost,EMR cost
R8G Double Extra Large,r8g.2xlarge,"240,583.415",Memory optimized,88.0 fps,64 GiB,,8 vCPUs,2.7 GHz,EBS only,Up to 15 Gigabit,$0.4713 hourly,$0.3118 hourly,$0.1469 hourly,$0.1178 hourly
M8GN Double Extra Large,m8gn.2xlarge,"243,494.141",General purpose,88.0 fps,32 GiB,,8 vCPUs,2.8 GHz,EBS only,Up to 50 Gigabit,$0.582 hourly,,$0.2706 hourly,
M8GB Double Extra Large,m8gb.2xlarge,"246,153.846",General purpose,82.0 fps,32 GiB,,8 vCPUs,2.8 GHz,EBS only,Up to 33.33 Gigabit,$0.582 hourly,,$0.3042 hourly,
C5 High-CPU Quadruple Extra Large,c5d.4xlarge,"250,459.829",Compute optimized,88.0 fps,32 GiB,2666 MT/s,16 vCPUs,3.4 GHz,400 GB NVMe SSD,Up to 10 Gigabit,$0.768 hourly,$0.484 hourly,$0.3606 hourly,$0.192 hourly
M5ZN 3xlarge,m5zn.3xlarge,"252,711.383",General purpose,78.0 fps,48 GiB,2933 MT/s,12 vCPUs,4.5 GHz,EBS only,Up to 25 Gigabit,$0.991 hourly,$0.6243 hourly,$0.4353 hourly,$0.2478 hourly
C5N Quadruple Extra Large,c5n.4xlarge,"253,425.2",Compute optimized,92.0 fps,42 GiB,3200 MT/s,16 vCPUs,3 GHz,EBS only,Up to 25 Gigabit,$0.864 hourly,$0.544 hourly,$0.4726 hourly,$0.216 hourly
C8GB Double Extra Large,c8gb.2xlarge,"255,244.476",Compute optimized,88.0 fps,16 GiB,,8 vCPUs,2.8 GHz,EBS only,Up to 33.33 Gigabit,$0.474 hourly,,$0.2222 hourly,
R7A Double Extra Large,r7a.2xlarge,"255,699.979",Memory optimized,104.0 fps,64 GiB,4800 MT/s,8 vCPUs,Up to 3.7 GHz,EBS only,Up to 12.5 Gigabit,$0.6086 hourly,$0.4026 hourly,$0.2119 hourly,$0.1522 hourly
C7A Double Extra Large,c7a.2xlarge,"257,510.73",Compute optimized,105.0 fps,16 GiB,4800 MT/s,8 vCPUs,Up to 3.7 GHz,EBS only,Up to 12.5 Gigabit,$0.4106 hourly,$0.2716 hourly,$0.1583 hourly,$0.1026 hourly
C5 High-CPU Quadruple Extra Large,c5.4xlarge,"262,069.53",Compute optimized,87.0 fps,32 GiB,2933 MT/s,16 vCPUs,3.4 GHz,EBS only,Up to 10 Gigabit,$0.68 hourly,$0.428 hourly,$0.2465 hourly,$0.17 hourly
M7A Double Extra Large,m7a.2xlarge,"262,826.48",General purpose,104.0 fps,32 GiB,4800 MT/s,8 vCPUs,Up to 3.7 GHz,EBS only,Up to 12.5 Gigabit,$0.4637 hourly,$0.3067 hourly,$0.2067 hourly,$0.1159 hourly
M6I Quadruple Extra Large,m6i.4xlarge,"266,023.776",General purpose,108.0 fps,64 GiB,3200 MT/s,16 vCPUs,3.5 GHz,EBS only,Up to 12.5 Gigabit,$0.768 hourly,$0.508 hourly,$0.2954 hourly,$0.192 hourly
M6IN Quadruple Extra Large,m6in.4xlarge,"266,866.817",General purpose,107.0 fps,64 GiB,3200 MT/s,16 vCPUs,3.5 GHz,EBS only,Up to 50 Gigabit,$1.1138 hourly,$0.7017 hourly,$0.6942 hourly,$0.2785 hourly
R6I Quadruple Extra Large,r6i.4xlarge,"267,524.976",Memory optimized,107.0 fps,128 GiB,3200 MT/s,16 vCPUs,3.5 GHz,EBS only,Up to 12.5 Gigabit,$1.008 hourly,$0.6668 hourly,$0.3892 hourly,$0.252 hourly
M6ID Quadruple Extra Large,m6id.4xlarge,"268,118.978",General purpose,107.0 fps,64 GiB,3200 MT/s,16 vCPUs,3.5 GHz,950 GB NVMe SSD,Up to 12.5 Gigabit,$0.9492 hourly,$0.598 hourly,$0.3987 hourly,$0.2373 hourly
C6IN Quadruple Extra Large,c6in.4xlarge,"269,837.254",Compute optimized,107.0 fps,32 GiB,3200 MT/s,16 vCPUs,3.5 GHz,EBS only,Up to 50 Gigabit,$0.9072 hourly,$0.5715 hourly,$0.3052 hourly,$0.2268 hourly
C6I Quadruple Extra Large,c6i.4xlarge,"276,864.509",Compute optimized,101.0 fps,32 GiB,3200 MT/s,16 vCPUs,3.5 GHz,EBS only,Up to 12.5 Gigabit,$0.68 hourly,$0.4498 hourly,$0.3195 hourly,$0.17 hourly
M6IDN Quadruple Extra Large,m6idn.4xlarge,"278,842.802",General purpose,106.0 fps,64 GiB,3200 MT/s,16 vCPUs,3.5 GHz,950 GB NVMe SSD,Up to 50 Gigabit,$1.273 hourly,$0.802 hourly,$0.6379 hourly,$0.3182 hourly
C5A Quadruple Extra Large,c5a.4xlarge,"290,552.504",Compute optimized,101.0 fps,32 GiB,2933 MT/s,16 vCPUs,3.3 GHz,EBS only,Up to 10 Gigabit,$0.616 hourly,$0.388 hourly,$0.316 hourly,$0.154 hourly
C6GN Quadruple Extra Large,c6gn.4xlarge,"306,435.138",Compute optimized,93.0 fps,32 GiB,,16 vCPUs,2.5 GHz,EBS only,25 Gigabit,$0.6912 hourly,$0.4363 hourly,$0.2855 hourly,$0.1728 hourly
M6G Quadruple Extra Large,m6g.4xlarge,"309,817.337",General purpose,93.0 fps,64 GiB,,16 vCPUs,,EBS only,Up to 10 Gigabit,$0.616 hourly,$0.3864 hourly,$0.3068 hourly,$0.154 hourly
R6GD Quadruple Extra Large,r6gd.4xlarge,"309,937.367",Memory optimized,94.0 fps,128 GiB,,16 vCPUs,2.5 GHz,950 GB NVMe SSD,Up to 10 Gigabit,$0.9216 hourly,$0.5806 hourly,$0.4659 hourly,$0.2304 hourly
C6GD Quadruple Extra Large,c6gd.4xlarge,"311,425.42",Compute optimized,94.0 fps,32 GiB,,16 vCPUs,2.5 GHz,950 GB NVMe SSD,Up to 10 Gigabit,$0.6144 hourly,$0.3871 hourly,$0.2205 hourly,$0.1536 hourly
R6G Quadruple Extra Large,r6g.4xlarge,"312,134.218",Memory optimized,92.0 fps,128 GiB,,16 vCPUs,2.5 GHz,EBS only,Up to 10 Gigabit,$0.8064 hourly,$0.508 hourly,$0.3165 hourly,$0.2016 hourly
C6G Quadruple Extra Large,c6g.4xlarge,"321,737.382",Compute optimized,92.0 fps,32 GiB,,16 vCPUs,2.5 GHz,EBS only,Up to 10 Gigabit,$0.544 hourly,$0.3427 hourly,$0.1891 hourly,$0.136 hourly
M6GD Quadruple Extra Large,m6gd.4xlarge,"323,777.403",General purpose,94.0 fps,64 GiB,,16 vCPUs,2.5 GHz,950 GB NVMe SSD,Up to 10 Gigabit,$0.7232 hourly,$0.4556 hourly,$0.3698 hourly,$0.1808 hourly
Gr6 Graphics and Machine Learning GPU High RAM ratio Quadruple Extra Large,gr6.4xlarge,"326,914.236",GPU instance,127.0 fps,128 GiB,3200 MT/s,16 vCPUs,2.6 GHz,600 GB NVMe SSD,Up to 25 Gigabit,$1.5392 hourly,$1.002 hourly,$0.6133 hourly,$0.3848 hourly
GR6F Quadruple Extra Large,gr6f.4xlarge,"331,434.49",GPU instance,118.0 fps,128 GiB,3200 MT/s,16 vCPUs,2.6 GHz,450 GB NVMe SSD,Up to 25 Gigabit,$1.066 hourly,,$0.4196 hourly,
C6A Quadruple Extra Large,c6a.4xlarge,"332,450.262",Compute optimized,120.0 fps,32 GiB,2933 MT/s,16 vCPUs,3.6 GHz,EBS only,Up to 12.5 Gigabit,$0.612 hourly,$0.4048 hourly,$0.3061 hourly,$0.153 hourly
M6A Quadruple Extra Large,m6a.4xlarge,"333,385.425",General purpose,121.0 fps,64 GiB,3200 MT/s,16 vCPUs,3.6 GHz,EBS only,Up to 12.5 Gigabit,$0.6912 hourly,$0.4572 hourly,$0.3681 hourly,$0.1728 hourly
M7I-FLEX Quadruple Extra Large,m7i-flex.4xlarge,"341,042.311",General purpose,137.0 fps,64 GiB,4800 MT/s,16 vCPUs,3.5 GHz,EBS only,Up to 12.5 Gigabit,$0.7661 hourly,$0.5067 hourly,$0.3572 hourly,$0.1915 hourly
R6A Quadruple Extra Large,r6a.4xlarge,"348,337.234",Memory optimized,122.0 fps,128 GiB,3200 MT/s,16 vCPUs,3.6 GHz,EBS only,Up to 12.5 Gigabit,$0.9072 hourly,$0.6001 hourly,$0.4406 hourly,$0.2268 hourly
C8A Double Extra Large,c8a.2xlarge,"354,872.098",Compute optimized,133.0 fps,16 GiB,6400 MT/s,8 vCPUs,Up to 4.5 GHz,EBS only,Up to 15 Gigabit,$0.4311 hourly,,$0.2105 hourly,
C8I-FLEX Quadruple Extra Large,c8i-flex.4xlarge,"366,244.468",Compute optimized,141.0 fps,32 GiB,7200 MT/s,16 vCPUs,3.9 GHz,EBS only,Up to 15 Gigabit,$0.7122 hourly,,$0.3368 hourly,
M8A Double Extra Large,m8a.2xlarge,"367,787.909",General purpose,130.0 fps,32 GiB,6400 MT/s,8 vCPUs,Up to 4.5 GHz,EBS only,Up to 15 Gigabit,$0.4869 hourly,,$0.1688 hourly,
M8I-FLEX Quadruple Extra Large,m8i-flex.4xlarge,"367,830.185",General purpose,144.0 fps,64 GiB,7200 MT/s,16 vCPUs,3.9 GHz,EBS only,Up to 15 Gigabit,$0.8044 hourly,,$0.3376 hourly,
M8IN Quadruple Extra Large,m8in.4xlarge,"371,632.084",General purpose,146.0 fps,64 GiB,7200 MT/s,16 vCPUs,3.9 GHz,EBS only,Up to 50 Gigabit,$1.3366 hourly,,$0.8063 hourly,
M7I Quadruple Extra Large,m7i.4xlarge,"372,381.691",General purpose,126.0 fps,64 GiB,5600 MT/s,16 vCPUs,3.2 GHz,EBS only,Up to 12.5 Gigabit,$0.8064 hourly,$0.5334 hourly,$0.3846 hourly,$0.2016 hourly
M8IB Quadruple Extra Large,m8ib.4xlarge,"372,656.341",General purpose,146.0 fps,64 GiB,7200 MT/s,16 vCPUs,3.9 GHz,EBS only,Up to 33.33 Gigabit,$1.3366 hourly,,$0.765 hourly,
R7I Quadruple Extra Large,r7i.4xlarge,"374,035.689",Memory optimized,129.0 fps,128 GiB,4800 MT/s,16 vCPUs,3.2 GHz,EBS only,Up to 12.5 Gigabit,$1.0584 hourly,$0.7001 hourly,$0.4043 hourly,$0.2646 hourly
R8I-FLEX Quadruple Extra Large,r8i-flex.4xlarge,"374,035.689",Memory optimized,144.0 fps,128 GiB,7200 MT/s,16 vCPUs,3.9 GHz,EBS only,Up to 15 Gigabit,$1.0558 hourly,,$0.5859 hourly,
C7I-FLEX Quadruple Extra Large,c7i-flex.4xlarge,"374,590.292",Compute optimized,140.0 fps,32 GiB,5600 MT/s,16 vCPUs,3.2 GHz,EBS only,Up to 12.5 Gigabit,$0.6783 hourly,$0.4487 hourly,$0.3147 hourly,
R8IN Quadruple Extra Large,r8in.4xlarge,"376,455.825",Memory optimized,139.0 fps,128 GiB,7200 MT/s,16 vCPUs,3.9 GHz,EBS only,Up to 50 Gigabit,$1.6736 hourly,,$0.8437 hourly,
M8IDB Quadruple Extra Large,m8idb.4xlarge,"377,774.28",General purpose,147.0 fps,64 GiB,7200 MT/s,16 vCPUs,3.9 GHz,950 GB NVMe SSD,Up to 33.33 Gigabit,$1.5275 hourly,,$0.8565 hourly,
M8IDN Quadruple Extra Large,m8idn.4xlarge,"378,012.285",General purpose,145.0 fps,64 GiB,7200 MT/s,16 vCPUs,3.9 GHz,950 GB NVMe SSD,Up to 50 Gigabit,$1.5275 hourly,,$0.9162 hourly,
R8I Quadruple Extra Large,r8i.4xlarge,"378,638.479",Memory optimized,142.0 fps,128 GiB,7200 MT/s,16 vCPUs,3.9 GHz,EBS only,Up to 15 Gigabit,$1.1114 hourly,,$0.5801 hourly,
C7I Quadruple Extra Large,c7i.4xlarge,"382,775.12",Compute optimized,131.0 fps,32 GiB,4800 MT/s,16 vCPUs,3.2 GHz,EBS only,Up to 12.5 Gigabit,$0.714 hourly,$0.4723 hourly,$0.3473 hourly,$0.1785 hourly
M8INE Quadruple Extra Large,m8ine.4xlarge,"385,472.505",General purpose,113.0 fps,64 GiB,7200 MT/s,16 vCPUs,3.9 GHz,EBS only,25 Gigabit,$1.6708 hourly,,,
R8IB Quadruple Extra Large,r8ib.4xlarge,"386,520.111",Memory optimized,140.0 fps,128 GiB,7200 MT/s,16 vCPUs,3.9 GHz,EBS only,Up to 33.33 Gigabit,$1.6736 hourly,,$0.8162 hourly,
M5AD Eight Extra Large,m5ad.8xlarge,"386,551.238",General purpose,101.0 fps,128 GiB,3200 MT/s,32 vCPUs,2.5 GHz,1200 GB (2×600 GB NVMe SSD),Up to 10 Gigabit,$1.648 hourly,$1.038 hourly,$0.7459 hourly,$0.27 hourly
C8I Quadruple Extra Large,c8i.4xlarge,"386,706.949",Compute optimized,143.0 fps,32 GiB,7200 MT/s,16 vCPUs,3.9 GHz,EBS only,Up to 15 Gigabit,$0.7497 hourly,,$0.3306 hourly,
R8A Double Extra Large,r8a.2xlarge,"390,019.058",Memory optimized,136.0 fps,64 GiB,6400 MT/s,8 vCPUs,Up to 4.5 GHz,EBS only,Up to 15 Gigabit,$0.639 hourly,,$0.3007 hourly,
R8IDB Quadruple Extra Large,r8idb.4xlarge,"391,309.665",Memory optimized,145.0 fps,128 GiB,7200 MT/s,16 vCPUs,3.9 GHz,950 GB NVMe SSD,Up to 33.33 Gigabit,$1.8758 hourly,,$0.953 hourly,
C8INE Quadruple Extra Large,c8ine.4xlarge,"391,453.27",Compute optimized,134.0 fps,32 GiB,7200 MT/s,16 vCPUs,3.9 GHz,EBS only,25 Gigabit,$1.3608 hourly,,,
M8I Quadruple Extra Large,m8i.4xlarge,"393,587.799",General purpose,141.0 fps,64 GiB,7200 MT/s,16 vCPUs,3.9 GHz,EBS only,Up to 15 Gigabit,$0.8467 hourly,,$0.4075 hourly,
R5AD Eight Extra Large,r5ad.8xlarge,"399,052.251",Memory optimized,100.0 fps,256 GiB,2667 MT/s,32 vCPUs,2.5 GHz,1200 GB (2×600 GB NVMe SSD),Up to 10 Gigabit,$2.096 hourly,$1.32 hourly,$0.9741 hourly,$0.27 hourly
R8IDN Quadruple Extra Large,r8idn.4xlarge,"400,367.003",Memory optimized,143.0 fps,128 GiB,7200 MT/s,16 vCPUs,3.9 GHz,950 GB NVMe SSD,Up to 50 Gigabit,$1.8758 hourly,,$0.9159 hourly,
R7GD Quadruple Extra Large,r7gd.4xlarge,"401,782.912",Memory optimized,133.0 fps,128 GiB,,16 vCPUs,2.5 GHz,950 GB NVMe SSD,Up to 15 Gigabit,$1.0886 hourly,$0.6842 hourly,$0.5649 hourly,$0.2722 hourly
C7GD Quadruple Extra Large,c7gd.4xlarge,"402,161.619",Compute optimized,133.0 fps,32 GiB,,16 vCPUs,2.5 GHz,950 GB NVMe SSD,Up to 15 Gigabit,$0.7258 hourly,$0.4574 hourly,$0.2474 hourly,$0.1815 hourly
M7GD Quadruple Extra Large,m7gd.4xlarge,"405,165.865",General purpose,133.0 fps,64 GiB,,16 vCPUs,2.5 GHz,950 GB NVMe SSD,Up to 15 Gigabit,$0.8543 hourly,$0.5382 hourly,$0.4054 hourly,$0.2136 hourly
HPC7G Quadruple Extra Large,hpc7g.4xlarge,"405,911.08",Compute optimized,134.0 fps,128 GiB,,16 vCPUs,2.6 GHz,EBS only,200 Gigabit,$1.6832 hourly,$1.3255 hourly,,
R5A Eight Extra Large,r5a.8xlarge,"407,695.248",Memory optimized,99.0 fps,256 GiB,2667 MT/s,32 vCPUs,2.5 GHz,EBS only,Up to 10 Gigabit,$1.808 hourly,$1.139 hourly,$0.7128 hourly,$0.27 hourly
R7G Quadruple Extra Large,r7g.4xlarge,"411,073.287",Memory optimized,132.0 fps,128 GiB,,16 vCPUs,2.5 GHz,EBS only,Up to 15 Gigabit,$0.8568 hourly,$0.5668 hourly,$0.321 hourly,$0.2142 hourly
M7G Quadruple Extra Large,m7g.4xlarge,"411,602.032",General purpose,134.0 fps,64 GiB,,16 vCPUs,2.5 GHz,EBS only,Up to 15 Gigabit,$0.6528 hourly,$0.4318 hourly,$0.2873 hourly,$0.1632 hourly
C7G Quadruple Extra Large,c7g.4xlarge,"413,329.889",Compute optimized,133.0 fps,32 GiB,,16 vCPUs,2.5 GHz,EBS only,Up to 15 Gigabit,$0.58 hourly,$0.3822 hourly,$0.231 hourly,$0.145 hourly
M5A Eight Extra Large,m5a.8xlarge,"419,369.635",General purpose,99.0 fps,128 GiB,2667 MT/s,32 vCPUs,2.5 GHz,EBS only,Up to 10 Gigabit,$1.376 hourly,$0.867 hourly,$0.664 hourly,$0.27 hourly
M5 General Purpose Eight Extra Large,m5.8xlarge,"442,865.71",General purpose,134.0 fps,128 GiB,2666 MT/s,32 vCPUs,3.1 GHz,EBS only,10 Gigabit,$1.536 hourly,$0.968 hourly,$0.5422 hourly,$0.27 hourly
R5N Eight Extra Large,r5n.8xlarge,"448,514.296",Memory optimized,135.0 fps,256 GiB,3200 MT/s,32 vCPUs,2.5 GHz,EBS only,25 Gigabit,$2.384 hourly,$1.502 hourly,$0.9952 hourly,$0.27 hourly
R5 Eight Extra Large,r5.8xlarge,"449,290.963",Memory optimized,134.0 fps,256 GiB,3200 MT/s,32 vCPUs,3.1 GHz,EBS only,10 Gigabit,$2.016 hourly,$1.27 hourly,$0.5968 hourly,$0.27 hourly
M5 General Purpose Eight Extra Large,m5d.8xlarge,"462,940.638",General purpose,146.0 fps,128 GiB,2666 MT/s,32 vCPUs,3.1 GHz,1200 GB (2×600 GB NVMe SSD),10 Gigabit,$1.808 hourly,$1.139 hourly,$0.8845 hourly,$0.27 hourly
R5D Eight Extra Large,r5d.8xlarge,"467,085.097",Memory optimized,133.0 fps,256 GiB,2666 MT/s,32 vCPUs,3.1 GHz,1200 GB (2×600 GB NVMe SSD),10 Gigabit,$2.304 hourly,$1.452 hourly,$1.163 hourly,$0.27 hourly
C8GN Quadruple Extra Large,c8gn.4xlarge,"470,726.684",Compute optimized,157.0 fps,32 GiB,,16 vCPUs,2.8 GHz,EBS only,50 Gigabit,$0.948 hourly,,$0.2697 hourly,
R8G Quadruple Extra Large,r8g.4xlarge,"476,013.388",Memory optimized,157.0 fps,128 GiB,,16 vCPUs,2.7 GHz,EBS only,Up to 15 Gigabit,$0.9426 hourly,$0.6235 hourly,$0.2735 hourly,$0.2356 hourly
C8GB Quadruple Extra Large,c8gb.4xlarge,"477,255.779",Compute optimized,159.0 fps,32 GiB,,16 vCPUs,2.8 GHz,EBS only,33.33 Gigabit,$0.948 hourly,,$0.3039 hourly,
M8GN Quadruple Extra Large,m8gn.4xlarge,"478,111.46",General purpose,161.0 fps,64 GiB,,16 vCPUs,2.8 GHz,EBS only,50 Gigabit,$1.164 hourly,,$0.4551 hourly,
M8GB Quadruple Extra Large,m8gb.4xlarge,"486,285.237",General purpose,160.0 fps,64 GiB,,16 vCPUs,2.8 GHz,EBS only,33.33 Gigabit,$1.164 hourly,,$0.4794 hourly,
C8G Quadruple Extra Large,c8g.4xlarge,"486,803.073",Compute optimized,159.0 fps,32 GiB,,16 vCPUs,2.7 GHz,EBS only,Up to 15 Gigabit,$0.6381 hourly,$0.4205 hourly,$0.2545 hourly,
M5ZN 6xlarge,m5zn.6xlarge,"500,913.123",General purpose,145.0 fps,96 GiB,2933 MT/s,24 vCPUs,4.5 GHz,EBS only,50 Gigabit,$1.982 hourly,$1.2487 hourly,$0.8701 hourly,$0.27 hourly
M8G Quadruple Extra Large,m8g.4xlarge,"511,100.463",General purpose,158.0 fps,64 GiB,,16 vCPUs,2.7 GHz,EBS only,Up to 15 Gigabit,$0.7181 hourly,$0.475 hourly,$0.3216 hourly,
M7A Quadruple Extra Large,m7a.4xlarge,"511,617.992",General purpose,189.0 fps,64 GiB,4800 MT/s,16 vCPUs,Up to 3.7 GHz,EBS only,Up to 12.5 Gigabit,$0.9274 hourly,$0.6135 hourly,$0.4135 hourly,$0.2318 hourly
R7A Quadruple Extra Large,r7a.4xlarge,"513,506.285",Memory optimized,178.0 fps,128 GiB,5600 MT/s,16 vCPUs,Up to 3.7 GHz,EBS only,Up to 12.5 Gigabit,$1.2172 hourly,$0.8052 hourly,$0.4776 hourly,$0.3043 hourly
C7A Quadruple Extra Large,c7a.4xlarge,"514,497.026",Compute optimized,189.0 fps,32 GiB,5600 MT/s,16 vCPUs,Up to 3.7 GHz,EBS only,Up to 12.5 Gigabit,$0.8211 hourly,$0.5432 hourly,$0.3258 hourly,$0.2053 hourly
C6I Eight Extra Large,c6i.8xlarge,"540,723.217",Compute optimized,185.0 fps,64 GiB,3200 MT/s,32 vCPUs,3.5 GHz,EBS only,12.5 Gigabit,$1.36 hourly,$0.8996 hourly,$0.6103 hourly,$0.34 hourly
C6IN Eight Extra Large,c6in.8xlarge,"544,588.155",Compute optimized,186.0 fps,64 GiB,3200 MT/s,32 vCPUs,3.5 GHz,EBS only,50 Gigabit,$1.8144 hourly,$1.1431 hourly,$0.7738 hourly,$0.4536 hourly
R6I Eight Extra Large,r6i.8xlarge,"547,219.016",Memory optimized,184.0 fps,256 GiB,3200 MT/s,32 vCPUs,3.5 GHz,EBS only,12.5 Gigabit,$2.016 hourly,$1.3336 hourly,$0.7509 hourly,$0.504 hourly
M6I Eight Extra Large,m6i.8xlarge,"550,371.931",General purpose,181.0 fps,128 GiB,3200 MT/s,32 vCPUs,3.5 GHz,EBS only,12.5 Gigabit,$1.536 hourly,$1.0161 hourly,$0.5881 hourly,$0.384 hourly
C5 High-CPU 9xlarge,c5d.9xlarge,"554,464.595",Compute optimized,167.0 fps,72 GiB,2666 MT/s,36 vCPUs,3.4 GHz,900 GB NVMe SSD,12 Gigabit,$1.728 hourly,$1.089 hourly,$0.6942 hourly,$0.27 hourly
M6ID Eight Extra Large,m6id.8xlarge,"559,171.727",General purpose,188.0 fps,128 GiB,3200 MT/s,32 vCPUs,3.5 GHz,1900 GB NVMe SSD,12.5 Gigabit,$1.8984 hourly,$1.196 hourly,$0.6633 hourly,$0.4746 hourly
M6IDN Eight Extra Large,m6idn.8xlarge,"560,199.571",General purpose,148.0 fps,128 GiB,3200 MT/s,32 vCPUs,3.5 GHz,1900 GB NVMe SSD,50 Gigabit,$2.5459 hourly,$1.6039 hourly,$1.2658 hourly,$0.6365 hourly
M6IN Eight Extra Large,m6in.8xlarge,"568,282.721",General purpose,178.0 fps,128 GiB,3200 MT/s,32 vCPUs,3.5 GHz,EBS only,50 Gigabit,$2.2277 hourly,$1.4034 hourly,$1.1517 hourly,$0.5569 hourly
C5 High-CPU 9xlarge,c5.9xlarge,"572,906.306",Compute optimized,165.0 fps,72 GiB,2666 MT/s,36 vCPUs,3.4 GHz,EBS only,12 Gigabit,$1.53 hourly,$0.964 hourly,$0.6392 hourly,$0.27 hourly
C5A Eight Extra Large,c5a.8xlarge,"587,155.963",Compute optimized,161.0 fps,64 GiB,2933 MT/s,32 vCPUs,3.3 GHz,EBS only,10 Gigabit,$1.232 hourly,$0.776 hourly,$0.5676 hourly,$0.27 hourly
C5N 9xlarge,c5n.9xlarge,"587,395.472",Compute optimized,166.0 fps,96 GiB,2666 MT/s,36 vCPUs,3 GHz,EBS only,50 Gigabit,$1.944 hourly,$1.225 hourly,$0.8748 hourly,$0.27 hourly
M6GD Eight Extra Large,m6gd.8xlarge,"608,789.397",General purpose,150.0 fps,128 GiB,,32 vCPUs,2.5 GHz,1900 GB NVMe SSD,12 Gigabit,$1.4464 hourly,$0.9112 hourly,$0.5168 hourly,$0.3616 hourly
R5AD 12xlarge Extra Large,r5ad.12xlarge,"617,178.124",Memory optimized,111.0 fps,384 GiB,2667 MT/s,48 vCPUs,2.5 GHz,1800 GB (2×900 GB NVMe SSD),10 Gigabit,$3.144 hourly,$1.981 hourly,$1.5073 hourly,$0.27 hourly
C6GN Eight Extra Large,c6gn.8xlarge,"619,874.734",Compute optimized,151.0 fps,64 GiB,,32 vCPUs,2.5 GHz,EBS only,50 Gigabit,$1.3824 hourly,$0.8725 hourly,$0.6145 hourly,$0.3456 hourly
M5AD 12xlarge Extra Large,m5ad.12xlarge,"620,101.628",General purpose,113.0 fps,192 GiB,2667 MT/s,48 vCPUs,2.5 GHz,1800 GB (2×900 GB NVMe SSD),10 Gigabit,$2.472 hourly,$1.557 hourly,$1.0578 hourly,$0.27 hourly
C6A Eight Extra Large,c6a.8xlarge,"624,969.484",Compute optimized,178.0 fps,64 GiB,2933 MT/s,32 vCPUs,3.6 GHz,EBS only,12.5 Gigabit,$1.224 hourly,$0.8097 hourly,$0.6128 hourly,$0.306 hourly
C6GD Eight Extra Large,c6gd.8xlarge,"625,814.863",Compute optimized,152.0 fps,64 GiB,,32 vCPUs,2.5 GHz,1900 GB NVMe SSD,12 Gigabit,$1.2288 hourly,$0.7741 hourly,$0.3756 hourly,$0.3072 hourly
M6G Eight Extra Large,m6g.8xlarge,"627,861.347",General purpose,149.0 fps,128 GiB,,32 vCPUs,,EBS only,12 Gigabit,$1.232 hourly,$0.7728 hourly,$0.5063 hourly,$0.308 hourly
R6GD Eight Extra Large,r6gd.8xlarge,"630,376.256",Memory optimized,151.0 fps,256 GiB,,32 vCPUs,2.5 GHz,1900 GB NVMe SSD,12 Gigabit,$1.8432 hourly,$1.1612 hourly,$0.7103 hourly,$0.4608 hourly
M5A 12xlarge Extra Large,m5a.12xlarge,"630,749.014",General purpose,117.0 fps,192 GiB,2933 MT/s,48 vCPUs,2.5 GHz,EBS only,10 Gigabit,$2.064 hourly,$1.30 hourly,$0.8692 hourly,$0.27 hourly
R5A 12xlarge Extra Large,r5a.12xlarge,"635,004.63",Memory optimized,107.0 fps,384 GiB,2667 MT/s,48 vCPUs,2.5 GHz,EBS only,10 Gigabit,$2.712 hourly,$1.709 hourly,$1.0903 hourly,$0.27 hourly
R6G Eight Extra Large,r6g.8xlarge,"642,054.575",Memory optimized,151.0 fps,256 GiB,,32 vCPUs,2.5 GHz,EBS only,12 Gigabit,$1.6128 hourly,$1.0161 hourly,$0.5187 hourly,$0.4032 hourly
Gr6 Graphics and Machine Learning GPU High RAM ratio Eight Extra Large,gr6.8xlarge,"644,316.923",GPU instance,134.0 fps,256 GiB,3200 MT/s,32 vCPUs,2.6 GHz,900 GB (2×450 GB NVMe SSD),25 Gigabit,$2.4464 hourly,$1.5926 hourly,$1.1305 hourly,$0.6116 hourly
C6G Eight Extra Large,c6g.8xlarge,"647,161.925",Compute optimized,151.0 fps,64 GiB,,32 vCPUs,2.5 GHz,EBS only,12 Gigabit,$1.088 hourly,$0.6854 hourly,$0.4032 hourly,$0.272 hourly
R6A Eight Extra Large,r6a.8xlarge,"648,068.452",Memory optimized,195.0 fps,256 GiB,3200 MT/s,32 vCPUs,3.6 GHz,EBS only,12.5 Gigabit,$1.8144 hourly,$1.2002 hourly,$0.7695 hourly,$0.4536 hourly
M6A Eight Extra Large,m6a.8xlarge,"648,725.356",General purpose,195.0 fps,128 GiB,3200 MT/s,32 vCPUs,3.6 GHz,EBS only,12.5 Gigabit,$1.3824 hourly,$0.9145 hourly,$0.6437 hourly,$0.3456 hourly
M5 General Purpose 12xlarge Extra Large,m5.12xlarge,"680,239.974",General purpose,157.0 fps,192 GiB,3200 MT/s,48 vCPUs,3.1 GHz,EBS only,12 Gigabit,$2.304 hourly,$1.452 hourly,$0.7005 hourly,$0.27 hourly
R5D 12xlarge Extra Large,r5d.12xlarge,"685,714.286",Memory optimized,159.0 fps,384 GiB,2666 MT/s,48 vCPUs,3.1 GHz,1800 GB (2×900 GB NVMe SSD),12 Gigabit,$3.456 hourly,$2.177 hourly,$1.3319 hourly,$0.27 hourly
